Name,Artist,Album,Genre,Length,Path,UID 
The Wolf Has Come!!,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 1),Anime,3:13,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\09 - The Wolf Has Come!!.mp3,8
Nikopol,qadtbep,Gurren Lagann Original Soundtrack (Disc 1),Anime,3:22,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\10 - Nikopol.mp3,9
"The Moon, the Stars and Me",Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 1),Anime,3:1,"C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\11 - The Moon, the Stars and Me.mp3",10
Wow Three Sisters,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 1),Anime,3:3,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\12 - Wow Three Sisters.mp3,11
Ahhh! A Skeletonn!! A Skeletonnn!!!,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 1),Anime,2:43,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\13 - Ahhh! A Skeletonn!! A Skeletonnn!!!.mp3,12
"All of You, Get Fired Up!",Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 1),Anime,3:43,"C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\14 - All of You, Get Fired Up!.mp3",13
"Your xxx, It's Soaring!",Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 1),Anime,2:23,"C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\15 - Your xxx, It's Soaring!.mp3",14
He is so xxx,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 1),Anime,2:33,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\16 - He is so xxx.mp3,15
Lovely Boobs,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 1),Anime,2:40,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\17 - Lovely Boobs.mp3,16
Peeping Tom,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 1),Anime,1:35,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\18 - Peeping Tom.mp3,17
Beard and Harem,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 1),Anime,3:2,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\19 - Beard and Harem.mp3,18
A Cluster of Old Men,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 1),Anime,2:17,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\20 - A Cluster of Old Men.mp3,19
Can I Believe Someone Like You!?,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 1),Anime,2:32,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\21 - Can I Believe Someone Like You!.mp3,20
"Preparations are Essential, Right Now!!",Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 1),Anime,1:48,"C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\22 - Preparations are Essential, Right Now!!.mp3",21
Gattai Nante Kusokurae!! (Gattai Insert Song #1 Allegro in C Minor K2564),qadtbep,Gurren Lagann Original Soundtrack (Disc 1),Anime,3:16,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\23 - Gattai Nante Kusokurae!! (Gattai Insert Song #1).mp3,22
What is ''Moe'' Exactly?,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 1),Anime,3:29,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\24 - What is ''Moe'' Exactly.mp3,23
With Your xxx...,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 1),Anime,1:17,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\25 - With Your xxx....mp3,24
Love Catch I,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 1),Anime,0:8,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\26 - Love Catch I.mp3,25
Love Catch II,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 2),Anime,0:6,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\01 - Love Catch II.mp3,0
Rap wa Kan no Tamashii da! (Short Start Edit),Tarantula,Gurren Lagann Original Soundtrack (Disc 2),Anime,2:47,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\02 - Rap wa Kan no Tamashii da! (Short Start Edit).mp3,1
"Geez, Travels are So Tiring",Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 2),Anime,2:54,"C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\03 - Geez, Travels are So Tiring.mp3",2
What is ''Moe''...?,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 2),Anime,2:13,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\04 - What is ''Moe''....mp3,3
What the Hell are You Thinking in the Dark!!,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 2),Anime,2:24,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\05 - What the Hell are You Thinking in the Dark!!.mp3,4
BafBaf! Do You Like... Burning with Such Passion?,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 2),Anime,5:28,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\06 - BafBaf! Do You Like... Burning with Such Passion.mp3,5
Chougattai (Gattai Insert Song #2 K3845 Progressive Rock),Tarantula,Gurren Lagann Original Soundtrack (Disc 2),Anime,2:16,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\07 - Chougattai (Gattai Insert Song #2).mp3,6
Spinning Spinning Spinning Spin!?,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 2),Anime,2:56,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\08 - Spinning Spinning Spinning Spin!.mp3,7
Spinning Spinning Spinning Spinniiiing...,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 2),Anime,4:23,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\09 - Spinning Spinning Spinning Spinniiiing....mp3,8
"Fleeing the Hot Desert, Team Dai-Gurren Can Continue",Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 2),Anime,2:28,"C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\10 - Fleeing the Hot Desert, Team Dai-Gurren Can Continue.mp3",9
Love Catch III,Tarantula,Gurren Lagann Original Soundtrack (Disc 2),Anime,0:7,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\11 - Love Catch III.mp3,10
Love Catch IV,Tarantula,Gurren Lagann Original Soundtrack (Disc 2),Anime,0:10,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\12 - Love Catch IV.mp3,11
Days and Months are the Travellers of Eternity,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 2),Anime,2:52,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\13 - Days and Months are the Travellers of Eternity.mp3,12
Adai Village's Decosuke,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 2),Anime,2:27,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\14 - Adai Village's Decosuke.mp3,13
I'll Decide with Glasses,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 2),Anime,3:23,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\15 - I'll Decide with Glasses.mp3,14
"How's it! My Trumpet is Awesome, Right!",Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 2),Anime,3:22,"C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\16 - How's it! My Trumpet is Awesome, Right!.mp3",15
Rap wa Kan no Tamashii...... datta... yona...,Tarantula,Gurren Lagann Original Soundtrack (Disc 2),Anime,3:4,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\17 - Rap wa Kan no Tamashii...... datta... yona....mp3,16
A Resort Life's Poem,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 2),Anime,2:32,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\18 - A Resort Life's Poem.mp3,17
Poison Prison,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 2),Anime,2:38,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\19 - Poison Prison.mp3,18
Somebody is Cursing Somebody Else,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 2),Anime,2:44,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\20 - Somebody is Cursing Somebody Else.mp3,19
The Blue monday e''r''ectrical parade,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 2),Anime,4:41,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\21 - The Blue monday e''r''ectrical parade.mp3,20
''Libera me'' from hell,"Tarantula, Yuri Kasahara",Gurren Lagann Original Soundtrack (Disc 2),Anime,4:47,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\22 - ''Libera me'' from hell.mp3,21
Love Conservative,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 2),Anime,4:12,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\23 - Love Conservative.mp3,22
"With Your xxx, the Heavens...",Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 2),Anime,2:5,"C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\24 - With Your xxx, the Heavens....mp3",23
"With Your xxx, Pierce the Heavens!!",Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 2),Anime,3:38,"C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 2\25 - With Your xxx, Pierce the Heavens!!.mp3",24
It's A Wonderful Life,Black,1980's Music,Other,4:47,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Black - Wonderful Life.mp3,0
Upside Down,Donna Summer,1980's Music,Other,4:7,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Diana Ross - Upside Down.mp3,1
The Captain Of Her Heart,Double,1980's Music,Other,4:35,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Double - The Captain Of Her Heart.mp3,2
She Drives Me Crazy,Fine Young Cannibals,1980's Music,Other,3:36,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Fine Young Cannibals - She Drives Me Crazy.mp3,3
Don't Stop,Fleedwood Mac,1980's Music,80's,3:12,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Fleetwood Mac - Don't Stop.mp3,4
Everywhere,Fleetwood Mac,1980's Music,Other,3:42,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Fleetwood Mac - Everywhere.mp3,5
Go Your Own Way,Fleetwood Mac,1980's Music,Other,3:37,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Fleetwood Mac - Go Your Own Way.mp3,6
Alone,Heart,1980's Music,Other,3:39,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Heart - Alone.mp3,7
Crazy,Icehouse,1980's Music,Other,4:49,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Icehouse - Crazy.mp3,8
Hey Little Girl,Icehouse,1980's Music,Other,4:22,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Icehouse - Hey little girl.mp3,9
Street Cafe,Icehouse,1980's Music,Rock,4:13,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Icehouse - Street Cafe.mp3,10
All Night Long,Lionel Richie,1980's Music,Other,4:19,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Lionel Richie - All Night Long.mp3,11
Hello,Lionel Richie,1980's Music,Other,4:10,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Lionel Richie - Hello.mp3,12
Moonlight Shadow,Mike Oldfield,1980's Music,Rock/Pop,3:38,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Mike Oldfield - Moonlight Shadow.mp3,13
True Faith,New Order,1980's Music,Other,5:51,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\New Order - True Faith.mp3,14
Everytime You Go Away,Paul Young,1980's Music,Other,4:27,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Paul Young - Everytime You Go Away.mp3,15
Oh Girl,Paul Young,1980's Music,Pop,3:44,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Paul Young - Oh Girl.mp3,16
Sledgehammer,Peter Gabriel,1980's Music,Other,4:56,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Peter Gabriel - Sledgehammer.mp3,17
Another Day In Paradise,Phil Collins,1980's Music,Other,5:23,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Phil Collins - Another Day In Paradise.mp3,18
One More Night,Phil Collins,1980's Music,Rock,6:21,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Phil Collins - One More Night.mp3,19
Endless Summer Nights,Richard Marx,1980's Music,Unknown,4:33,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Richard Marx - Endless Summer Nights.mp3,20
Hazard,Richard Marx,1980's Music,Other,5:18,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Richard Marx - Hazard.mp3,21
Right Here Waiting,Richard Marx,1980's Music,Other,4:24,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Richard Marx - Right Here Waiting.mp3,22
Higher Love,Steve Winwood,1980's Music,Pop,5:48,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Steve Winwood - Higher Love.mp3,23
I Just Called To Say I luv You,Steve Wonder,1980's Music,Other,4:22,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Stevie Wonder - I Just Called To Say I Love You.mp3,24
And She Was,Talking Heads,1980's Music,Other,3:39,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Talking Heads - And She Was.mp3,25
Talking Heads,Talking Heads,1980's Music,Other,4:4,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Talking Heads__Road to nowhere.mp3,26
Careless Whisper,Wham!,1980's Music,Pop,6:33,C:\Users\Devon Welch\Downloads\The Best Of The 80s [True 80s Hits!] 191 MP3s\Wham - Careless Whisper.mp3,27
Beautiful Head,The National,The National,Indie Rock,3:8,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2001 The National\01 - Beautiful Head.mp3,0
Cold Girl Fever,The National,The National,Indie Rock,4:6,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2001 The National\02 - Cold Girl Fever.mp3,1
The Perfect Song,The National,The National,Indie Rock,3:15,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2001 The National\03 - The Perfect Song.mp3,2
American Mary,The National,The National,Indie Rock,4:2,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2001 The National\04 - American Mary.mp3,3
Son,The National,The National,Indie Rock,5:19,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2001 The National\05 - Son.mp3,4
Pay For Me,The National,The National,Indie Rock,3:22,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2001 The National\06 - Pay For Me.mp3,5
Bitters & Absolut,The National,The National,Indie Rock,4:0,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2001 The National\07 - Bitters & Absolut.mp3,6
John's Star,The National,The National,Indie Rock,3:4,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2001 The National\08 - John's Star.mp3,7
Watching You Well,The National,The National,Indie Rock,3:2,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2001 The National\09 - Watching You Well.mp3,8
Theory of the Crows,The National,The National,Indie Rock,4:36,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2001 The National\10 - Theory Of The Crows.mp3,9
29 Years,The National,The National,Indie Rock,2:50,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2001 The National\11 - 29 Years.mp3,10
Anna Freud,The National,The National,Indie Rock,3:7,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2001 The National\12 - Anna Freud.mp3,11
Cardinal Song,The National,Sad Songs for Dirty Lovers,Indie Rock,6:18,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2003 Sad Songs for Dirty Lovers\01 - Cardinal Song.mp3,0
Slipping Husband,The National,Sad Songs for Dirty Lovers,Indie Rock,3:22,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2003 Sad Songs for Dirty Lovers\02 - Slipping Husband.mp3,1
90-Mile Water Wall,The National,Sad Songs for Dirty Lovers,Indie Rock,3:44,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2003 Sad Songs for Dirty Lovers\03 - 90-Mile Water Wall.mp3,2
It Never Happened,The National,Sad Songs for Dirty Lovers,Indie Rock,4:37,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2003 Sad Songs for Dirty Lovers\04 - It Never Happened.mp3,3
Murder Me Rachael,The National,Sad Songs for Dirty Lovers,Indie Rock,3:45,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2003 Sad Songs for Dirty Lovers\05 - Murder Me Rachael.mp3,4
Thirsty,The National,Sad Songs for Dirty Lovers,Indie Rock,3:48,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2003 Sad Songs for Dirty Lovers\06 - Thirsty.mp3,5
Available,The National,Sad Songs for Dirty Lovers,Indie Rock,3:20,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2003 Sad Songs for Dirty Lovers\07 - Available.mp3,6
Sugar Wife,The National,Sad Songs for Dirty Lovers,Indie Rock,2:21,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2003 Sad Songs for Dirty Lovers\08 - Sugar Wife.mp3,7
Trophy Wife,The National,Sad Songs for Dirty Lovers,Indie Rock,3:32,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2003 Sad Songs for Dirty Lovers\09 - Trophy Wife.mp3,8
Fashion Coat,The National,Sad Songs for Dirty Lovers,Indie Rock,2:2,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2003 Sad Songs for Dirty Lovers\10 - Fashion Coat.mp3,9
Patterns of Fairytales,The National,Sad Songs for Dirty Lovers,Indie Rock,3:43,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2003 Sad Songs for Dirty Lovers\11 - Patterns Of Fairytales.mp3,10
Lucky You,The National,Sad Songs for Dirty Lovers,Indie Rock,4:22,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2003 Sad Songs for Dirty Lovers\12 - Lucky You.mp3,11
Secret Meeting,The National,Alligator,Indie Rock,3:44,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2005 Alligator [Limited Expanded Edition]\CD1\01 - Secret Meeting.mp3,0
Karen,The National,Alligator,Indie Rock,3:58,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2005 Alligator [Limited Expanded Edition]\CD1\02 - Karen.mp3,1
Lit Up,The National,Alligator,Indie Rock,2:55,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2005 Alligator [Limited Expanded Edition]\CD1\03 - Lit Up.mp3,2
Looking for Astronauts,The National,Alligator,Indie Rock,3:23,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2005 Alligator [Limited Expanded Edition]\CD1\04 - Looking For Astronauts.mp3,3
Daughters of the Soho Riots,The National,Alligator,Indie Rock,3:58,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2005 Alligator [Limited Expanded Edition]\CD1\05 - Daughters Of The Soho Riots.mp3,4
"Baby, We'll Be Fine",The National,Alligator,Indie Rock,3:21,"C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2005 Alligator [Limited Expanded Edition]\CD1\06 - Baby, We'll Be Fine.mp3",5
Friend of Mine,The National,Alligator,Indie Rock,3:25,C:\Users\Devon Welch\Downloads\The National - Discography (2001-2013) [MP3 V0]\Albums\2005 Alligator [Limited Expanded Edition]\CD1\07 - Friend Of Mine.mp3,6
